iter	Logloss
338	0.3504892996
339	0.3503434846
340	0.3502782724
341	0.3500937019
342	0.3499016436
343	0.3497434574
344	0.3495629153
345	0.3494613121
346	0.3492695122
347	0.3491507572
348	0.3490567898
349	0.3489492437
350	0.3488241211
351	0.3486430999
352	0.348570735
353	0.3484739758
354	0.3482927906
355	0.3481681758
356	0.3480570632
357	0.3478908464
358	0.3477500125
359	0.3475452212
360	0.3473326624
361	0.3471816105
362	0.3470072907
363	0.3468678971
364	0.3466991684
365	0.3466104473
366	0.3464565915
367	0.3462582006
368	0.3461167674
369	0.3459708688
370	0.3458488099
371	0.3457360523
372	0.3456410359
373	0.3454717237
374	0.3452380811
375	0.3451308698
376	0.3450403008
377	0.3448207418
378	0.3446719903
379	0.3445652006
380	0.3444318748
381	0.3442166818
382	0.3441017474
383	0.3439555184
384	0.3438543386
385	0.3437202096
386	0.3435777585
387	0.343412128
388	0.3432014931
389	0.343122471
390	0.3430463034
391	0.3428570579
392	0.3427044353
393	0.3425547938
394	0.3424030307
395	0.3422832203
396	0.3421170019
397	0.3419514013
398	0.3417841553
399	0.3415725194
400	0.3414485115
401	0.3411826192
402	0.3409938643
403	0.3408650248
404	0.3407809812
405	0.3406060929
406	0.3404874587
407	0.3403667434
408	0.3402270281
409	0.3400891702
410	0.3399299884
411	0.3398378253
412	0.3396975914
413	0.3395981287
414	0.3394310514
415	0.3392994886
416	0.3391691764
417	0.3390187547
418	0.3388735559
419	0.338697913
420	0.3386030025
421	0.3384629112
422	0.3383087287
423	0.3381556479
424	0.3380213863
425	0.3377974357
426	0.3376199785
427	0.3374942351
428	0.3373409475
429	0.3371990885
430	0.3371258947
431	0.3370405832
432	0.3368613556
433	0.3367405066
434	0.3365637602
435	0.336414405
436	0.3361984398
437	0.3360337817
438	0.335813838
439	0.3355921711
440	0.3354854978
441	0.3353356647
442	0.3351658043
443	0.3350621337
444	0.3349612367
445	0.3348585899
446	0.3347610111
447	0.3346392361
448	0.3345319458
449	0.3343100822
450	0.3341752786
451	0.3340555641
452	0.3339104688
453	0.3337640539
454	0.333554619
455	0.3333964324
456	0.3332332918
457	0.3331483823
458	0.333093211
459	0.3330091268
460	0.3328802725
461	0.3327555725
462	0.3325874403
463	0.3324603727
464	0.332322087
465	0.332204341
466	0.3320717711
467	0.3318958729
468	0.331720436
469	0.3315972063
470	0.3314649376
471	0.3314036222
472	0.3311881457
473	0.3310728291
474	0.3309503112
475	0.3308326497
476	0.3307063443
477	0.3306451356
478	0.3304636573
479	0.3303027728
480	0.3301903842
481	0.3300604013
482	0.3299057179
483	0.3297182914
484	0.3295052249
485	0.3294317272
486	0.3292613823
487	0.3291392438
488	0.3289949982
489	0.328769153
490	0.3286918493
491	0.328605105
492	0.3284264072
493	0.3283207544
494	0.3281995829
495	0.3280710814
496	0.3278967769
497	0.3277300683
498	0.3275095935
499	0.3273918921
500	0.3273118771
501	0.3272518037
502	0.3271061455
503	0.3269407998
504	0.326777383
505	0.3265901253
506	0.3264301995
507	0.326377858
508	0.3262383668
509	0.3260761655
510	0.3260227249
511	0.3259409991
512	0.325855602
513	0.3257087358
514	0.3255539542
515	0.3254299226
516	0.3252838657
517	0.3250772485
518	0.3249405158
519	0.3247813656
520	0.3246705826
521	0.3245076715
522	0.3243780852
523	0.3242838459
524	0.3241692742
525	0.3240486508
526	0.323965742
527	0.3238237183
528	0.3236723355
529	0.3235216501
530	0.3233789125
531	0.3232923056
532	0.3232116405
533	0.3231101611
534	0.3229110352
535	0.3227195588
536	0.3226334887
537	0.3225244459
538	0.3224064695
539	0.322226054
540	0.3220660776
541	0.3218917691
542	0.3217574816
543	0.3216860101
544	0.32155641
545	0.3214314867
546	0.3213109056
547	0.321254792
548	0.3211537496
549	0.3210512379
550	0.3209460535
551	0.3208725495
552	0.3207435762
553	0.3206098133
554	0.3204466775
555	0.3203591817
556	0.3201793059
557	0.3200301666
558	0.3199140315
559	0.319709434
560	0.319562894
561	0.3193689361
562	0.3192808388
563	0.3191935039
564	0.319082143
565	0.3188706464
566	0.3187626179
567	0.3185552536
568	0.3184608685
569	0.3183019434
570	0.3181556928
571	0.31805839
572	0.3179125484
573	0.3177783305
574	0.3176708011
575	0.3174597402
576	0.3173528905
577	0.3171601
578	0.3170649442
579	0.3169378674
580	0.3166962018
581	0.3164700917
582	0.3163759407
583	0.316275055
584	0.3162207114
585	0.316098614
586	0.3159549783
587	0.3157662112
588	0.315589063
589	0.3154712001
590	0.3153385268
591	0.3152747479
592	0.3151780626
593	0.3149680831
594	0.3148171774
595	0.3146825792
596	0.3145461707
597	0.3143445529
598	0.314235169
599	0.3140484464
600	0.313961853
601	0.3138469215
602	0.3136563343
603	0.3134615743
604	0.3133113504
605	0.3131667758
606	0.3129760555
607	0.3128035842
608	0.3127257081
609	0.3125345038
610	0.3123224113
611	0.312247187
612	0.3121309102
613	0.3120124856
614	0.3119187177
615	0.3117814106
616	0.3116802029
617	0.3115757659
618	0.3114964131
619	0.3113980268
620	0.311287803
621	0.3112014449
622	0.3110260079
623	0.3109779012
624	0.3108597616
625	0.3107106237
626	0.3106026148
627	0.3104386589
628	0.3103361383
629	0.3101368225
630	0.3100205709
631	0.3099069032
632	0.3097761685
633	0.3096423406
634	0.3094634798
635	0.3093254926
636	0.3091549955
637	0.309036567
638	0.3088929511
639	0.3087635018
640	0.3086243244
641	0.3085713381
642	0.3084351413
643	0.3082599574
644	0.3081523017
645	0.3080475623
646	0.3079055169
647	0.3077899099
648	0.3076245116
649	0.3075061684
650	0.3074097142
651	0.3072742898
652	0.3071488044
653	0.3070431425
654	0.3068740485
655	0.306763338
656	0.3066381252
657	0.306463324
658	0.3063503499
659	0.3062159977
660	0.3061150169
661	0.3059650156
662	0.3057946854
663	0.305718765
664	0.3056163085
665	0.3054949432
666	0.3054053209
667	0.3051837624
668	0.3049972001
669	0.3048990404
670	0.3047966171
671	0.3046661986
672	0.3045878776
673	0.3044567937
674	0.3043372104
675	0.3042314979
676	0.3040643054
677	0.3039690491
678	0.3039097382
679	0.3037519564
680	0.3036644143
681	0.303592588
682	0.3034258166
683	0.303297098
684	0.3032509792
685	0.3032042578
686	0.3031038935
687	0.3029767587
688	0.3029306614
689	0.3027985096
690	0.3027537002
691	0.3026424416
692	0.3025428782
693	0.3024553924
694	0.3023047619
695	0.3021989105
696	0.302161734
697	0.3020065786
698	0.3018365238
699	0.3016907337
700	0.3015626283
701	0.3014387492
702	0.3013511523
703	0.301205374
704	0.3010894417
705	0.3009762977
706	0.3008577794
707	0.3007987954
708	0.3007240773
709	0.3005783226
710	0.3004930491
711	0.3003493837
712	0.300280664
713	0.300200812
714	0.3001109896
715	0.2999712285
716	0.299812251
717	0.2996850083
718	0.2995477718
719	0.2994434316
720	0.2993242567
721	0.2991684408
722	0.2990327088
723	0.2988692261
724	0.298770704
725	0.2986663009
726	0.2985078454
727	0.2984426006
728	0.2982948543
729	0.2981662062
730	0.2980632481
731	0.297915007
732	0.2976984467
733	0.2975542721
734	0.2974185803
735	0.297322386
736	0.2971797205
737	0.2970254039
738	0.2969113254
739	0.2967995616
740	0.2967207862
741	0.2965692991
742	0.2964566901
743	0.2963845608
744	0.2961991063
745	0.2960502748
746	0.2959177477
747	0.2957792233
748	0.2956445828
749	0.2955499383
750	0.295423653
751	0.2952755082
752	0.2951515448
753	0.2950414276
754	0.2949606977
755	0.294826512
756	0.2946637434
757	0.294605252
758	0.2945109244
759	0.2944140154
760	0.2943277817
761	0.2941911074
762	0.294062094
763	0.2939417714
764	0.293871409
765	0.2937806586
766	0.2936708525
767	0.2935508502
768	0.2934588642
769	0.2933003005
770	0.2931617505
771	0.2929319379
772	0.2928167912
773	0.292727373
774	0.2926115005
775	0.2925027954
776	0.2924151679
777	0.2923381203
778	0.292181276
779	0.2920640408
780	0.2919984444
781	0.2918388651
782	0.2917439208
783	0.2917051428
784	0.2915459858
785	0.2914380873
786	0.2912868087
787	0.2911942792
788	0.2910902563
789	0.2909946346
790	0.2909111734
791	0.2908424266
792	0.2907100626
793	0.290624432
794	0.290489079
795	0.2903839072
796	0.2903422765
797	0.2902149803
798	0.2900696037
799	0.2900036836
800	0.2899327486
801	0.2898269251
802	0.2896863805
803	0.2895627327
804	0.2894693568
805	0.2893180717
806	0.2892349695
807	0.2891555611
808	0.2890553588
809	0.2889051572
810	0.2887511515
811	0.288662044
812	0.2885923175
813	0.2885199181
814	0.2884569169
815	0.2883814232
816	0.2882620709
817	0.2881263352
818	0.2880644273
819	0.2879951855
820	0.2878518314
821	0.2877504403
822	0.2876062405
823	0.2875442914
824	0.2874762962
825	0.2873384551
826	0.2872120284
827	0.2871274743
828	0.2870709239
829	0.2869322345
830	0.2868376331
831	0.286698794
832	0.2865791302
833	0.2864665667
834	0.28635294
835	0.28625012
836	0.2861175969
837	0.286013012
838	0.2859558217
839	0.2858777853
840	0.2857211524
841	0.2856576636
842	0.2856228425
843	0.2854912968
844	0.285427493
845	0.2853473943
846	0.2852522932
847	0.2851576437
848	0.2850658529
849	0.2848584222
850	0.284724424
851	0.2846405383
852	0.2845309679
853	0.284434431
854	0.2843415945
855	0.2842371341
856	0.2840608321
857	0.2839167357
858	0.2838348513
859	0.2837018854
860	0.2836022519
861	0.2834433339
862	0.2833364873
863	0.2832210006
864	0.2831248011
865	0.2829905053
866	0.2828060837
867	0.2826586501
868	0.2825535524
869	0.2824527897
870	0.2822972406
871	0.2822106938
872	0.2820643176
873	0.2819166044
874	0.281701223
875	0.2816411921
876	0.2815229038
877	0.2813739897
878	0.2812410123
879	0.2811107176
880	0.2810270208
881	0.280890775
882	0.2808150402
883	0.2807133791
884	0.2805736601
885	0.2805077798
886	0.2804163948
887	0.2803318924
888	0.2802341851
889	0.2801359736
890	0.2800009087
891	0.279876707
892	0.2797885644
893	0.2796248076
894	0.2795279296
895	0.2794138998
896	0.2793512738
897	0.2792483158
898	0.2792125871
899	0.2791010131
900	0.2789413251
901	0.2788093959
902	0.2786834263
903	0.2785770001
904	0.278490549
905	0.2783824917
906	0.2782807754
907	0.2781292555
908	0.277950851
909	0.2778132582
910	0.2777271894
911	0.2776835044
912	0.2775797544
913	0.2774862241
914	0.2773972482
915	0.2772603856
916	0.2771827308
917	0.2770622228
918	0.2769678398
919	0.2768183313
920	0.2766742924
921	0.2765840781
922	0.2765287067
923	0.2764800455
924	0.2763775191
925	0.2763331867
926	0.2762541581
927	0.2761348465
928	0.27603847
929	0.2759431689
930	0.2758918919
931	0.2757981532
932	0.2757635242
933	0.2756800622
934	0.2755889451
935	0.2754190247
936	0.2752672208
937	0.2751503372
938	0.2751048283
939	0.2750179318
940	0.274915491
941	0.2748693313
942	0.2747762954
943	0.2745895242
944	0.2744461224
945	0.2743781885
946	0.2742987811
947	0.2742347244
948	0.2741075896
949	0.2739697038
950	0.2738780674
951	0.2737597112
952	0.2736772723
953	0.2735319907
954	0.2734361992
955	0.273293899
956	0.2732047385
957	0.2730881394
958	0.2730158956
959	0.2729085818
960	0.2727461105
961	0.2726005156
962	0.2725411029
963	0.2724721065
964	0.2723726415
965	0.2723470445
966	0.2722968989
967	0.2722343654
968	0.2721115083
969	0.2719957197
970	0.2718334042
971	0.2717353908
972	0.2716207575
973	0.2715395521
974	0.271383507
975	0.2712809506
976	0.2711927582
977	0.2710975908
978	0.2710092837
979	0.2709244614
980	0.2708303344
981	0.2707734184
982	0.2706585803
983	0.2704976654
984	0.2704177165
985	0.2702878208
986	0.2701605358
987	0.2700228423
988	0.2698732936
989	0.2697944628
990	0.2696673368
991	0.2695894997
992	0.2694531524
993	0.2693576743
994	0.2692059398
995	0.2691331912
996	0.2689912041
997	0.2689074916
998	0.2688148686
999	0.2687216052
